"Port","Commodity","Region","Mode","State","trade_type","Tons_2019","Value_2019","Tons_2021","Value_2021","Tons_2022","Value_2022"
"Port Everglades","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","North America",3,"FL","Import",0.0274995590828924,0.200314,3.15261408730159,14.796413,0,15.421141
"Port Everglades","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",3,"FL","Export",13.8557134038801,176.484018,14.0404081790123,199.794565,11.4216507936508,211.518209
"Port Everglades","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",3,"FL","Import",8.46865751763668,62.872116,8.09277347883598,55.133182,0,77.383423
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",3,"FL","Import",0.000810405643738977,0.047691,0.0053804012345679,0.165478,0,0.617837
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","Australia and Oceania",3,"FL","Export",0.000479056437389771,0.068522,5.80908289241623e-05,0.015219,NA,NA
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","Australia and Oceania",3,"FL","Import",0.00169091710758377,0.306084,6.92239858906526e-05,0.013323,0,0.028675
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",3,"FL","Export",0.00627502204585538,0.773684,0.00171516754850088,0.278021,0.00126146384479718,0.236011
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",3,"FL","Import",0.0227692901234568,3.929435,0.0135685626102293,2.20938,0,5.328364
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","North America",3,"FL","Export",0.00265189594356261,0.570783,0.00227667548500882,0.48925,0.00151025132275132,0.212305
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",3,"FL","Export",0.296140652557319,30.297112,0.364485119047619,37.453511,0.315153218694885,36.283442
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",3,"FL","Import",0.0669753086419753,2.450503,0.111578262786596,3.605378,0,3.214684
"Port Everglades","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",4,"FL","Import",0.0669753086419753,2.450503,0.111578262786596,3.605378,0.0899384920634921,0
"Port Everglades","50 Silk, Including Yarns And Woven Fabric Thereof","Europe",3,"FL","Import",6.40432098765432e-05,0.05592,NA,NA,NA,NA
"Port Everglades","50 Silk, Including Yarns And Woven Fabric Thereof","North America",3,"FL","Export",1.24559082892416e-05,0.019886,NA,NA,NA,NA
"Port Everglades","50 Silk, Including Yarns And Woven Fabric Thereof","South/Central America",3,"FL","Export",0.00102083333333333,0.171151,0.000469356261022928,0.126311,0.00241104497354497,0.589785
"Port Everglades","50 Silk, Including Yarns And Woven Fabric Thereof","South/Central America",3,"FL","Import",0.000142746913580247,0.100053,0.00020623897707231,0.063887,NA,NA
"Port Everglades","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",3,"FL","Export",3.52733686067019e-06,0.00504,NA,NA,NA,NA
"Port Everglades","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",3,"FL","Import",0.000103946208112875,0.016612,0.000559634038800705,0.086419,0,0.073537
"Port Everglades","51 Wool & Animal Hair, Including Yarn & Woven Fabric","South/Central America",3,"FL","Export",0.00679695767195767,0.522832,0.0122653218694885,1.365992,0.0288841490299824,3.436509
"Port Everglades","51 Wool & Animal Hair, Including Yarn & Woven Fabric","South/Central America",3,"FL","Import",0.00589627425044092,3.498321,7.36331569664903e-05,0.007632,0,0.001016
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","Africa",3,"FL","Import",0.00787731481481481,0.135214,NA,NA,NA,NA
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",3,"FL","Import",0.0131954365079365,0.325311,0.0164891975308642,0.392704,0,0.723191
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","Australia and Oceania",3,"FL","Export",3.56040564373898e-05,0.00732,NA,NA,NA,NA
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","Europe",3,"FL","Export",2.09435626102293e-05,0.002518,NA,NA,NA,NA
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","Europe",3,"FL","Import",0.00783531746031746,0.85143,0.000495811287477954,0.055089,0,0.016845
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","North America",3,"FL","Import",0.00412345679012346,0.107487,0.00861552028218695,0.476361,NA,NA
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","South/Central America",3,"FL","Export",14.3174614197531,393.822461,14.8800329585538,395.193061,12.2820641534392,411.978285
"Port Everglades","52 Cotton, Including Yarn And Woven Fabric Thereof","South/Central America",3,"FL","Import",0.00060570987654321,0.053938,0.0059075176366843,0.272211,0,0.542726
"Port Everglades","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Asia",3,"FL","Import",0.068883487654321,0.27907,0.0811060405643739,0.724608,0,0.932224
"Port Everglades","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Europe",3,"FL","Import",2.98721340388007e-05,0.002509,0.017207671957672,0.087142,0,0.204834
"Port Everglades","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","South/Central America",3,"FL","Export",0.00948048941798942,0.450342,0.0116752645502646,1.109842,0.097635582010582,1.006494
"Port Everglades","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","South/Central America",3,"FL","Import",0.00436166225749559,0.025739,0.00882760141093474,0.055588,0,0.120137
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","Asia",3,"FL","Import",0.00312819664902998,0.120081,0.0051603835978836,0.442312,0,0.617546
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","Australia and Oceania",3,"FL","Export",0.00064021164021164,0.137628,NA,NA,NA,NA
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",3,"FL","Export",0.000602292768959436,0.056079,0.00140994268077601,0.047748,0.00216104497354497,0.04901
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",3,"FL","Import",0.00742294973544974,0.233178,0.00384413580246914,0.421088,0,1.991156
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","North America",3,"FL","Export",0.000341490299823633,0.031179,0.000483024691358025,0.068722,0.000242504409171076,0.023587
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","South/Central America",3,"FL","Export",1.13975705467372,60.854992,1.53070348324515,71.643105,0.837218694885362,61.165033
"Port Everglades","54 Manmade Filaments, Including Yarns & Woven Fabrics","South/Central America",3,"FL","Import",0.0894284611992945,1.827799,0.0800768298059965,2.075148,0,2.832643
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Africa",3,"FL","Export",0.00115002204585538,0.032,NA,NA,NA,NA
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",3,"FL","Import",2.29276895943563e-05,0.003377,0.00455037477954145,0.251753,0,0.388319
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Australia and Oceania",3,"FL","Export",4.27689594356261e-05,0.019279,NA,NA,NA,NA
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",3,"FL","Export",0.000218364197530864,0.030078,8.70811287477954e-06,0.003489,2.59038800705467e-05,0.005428
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",3,"FL","Import",0.00511386684303351,0.049193,0.0265125661375661,0.209563,0,0.333973
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","North America",3,"FL","Export",0.000318562610229277,0.077024,0.000325947971781305,0.040236,0.00199636243386243,0.132867
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","North America",3,"FL","Import",3.33994708994709e-05,0.008721,NA,NA,NA,NA
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","South/Central America",3,"FL","Export",6.76512863756614,239.062024,8.8583139329806,264.588199,6.2580505952381,209.169697
"Port Everglades","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","South/Central America",3,"FL","Import",0.0198440255731922,0.47929,0.00289208553791887,0.281306,0,0.097189
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Asia",3,"FL","Import",0.000706018518518518,0.037398,0.0361901455026455,0.765488,0,1.402965
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Australia and Oceania",3,"FL","Export",0.00111177248677249,0.125515,0.00667085537918871,0.277232,0.00484700176366843,0.511333
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"FL","Export",0.00594411375661376,0.466849,0.00265321869488536,0.114313,0.000668540564373898,0.037406
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"FL","Import",0.0180490520282187,1.305108,0.0260351631393298,2.467166,0,2.847656
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",4,"FL","Import",0.0180490520282187,1.305108,NA,NA,0.0467507716049383,0
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","North America",3,"FL","Export",0.00174526014109347,0.238315,0.000609678130511464,0.051063,0.00073776455026455,0.112437
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","South/Central America",3,"FL","Export",0.414781194885362,28.384412,0.451675705467372,24.303817,0.416173390652557,33.678331
"Port Everglades","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","South/Central America",3,"FL","Import",0.0263596781305115,1.095048,0.0723867945326279,3.885142,0.106338514109347,4.460062
"Port Everglades","57 Carpets And Other Textile Floor Coverings","Asia",3,"FL","Import",0.0023914241622575,0.245811,0.0412339065255732,1.819785,0,3.358762
"Port Everglades","57 Carpets And Other Textile Floor Coverings","Australia and Oceania",3,"FL","Export",2.336860670194e-05,0.00281,NA,NA,NA,NA
"Port Everglades","57 Carpets And Other Textile Floor Coverings","Europe",3,"FL","Export",0.00108807319223986,0.106464,0.000838955026455026,0.064758,5.51146384479718e-05,0.010537
"Port Everglades","57 Carpets And Other Textile Floor Coverings","Europe",3,"FL","Import",0.0289002425044092,2.988048,0.0353928571428571,2.978216,0,4.035538
"Port Everglades","57 Carpets And Other Textile Floor Coverings","North America",3,"FL","Export",0.0117929894179894,0.490777,0.011661044973545,0.390389,0.0170330687830688,0.298811
"Port Everglades","57 Carpets And Other Textile Floor Coverings","South/Central America",3,"FL","Export",0.157172729276896,9.551272,0.145365299823633,9.779005,0.127361441798942,9.653987
"Port Everglades","57 Carpets And Other Textile Floor Coverings","South/Central America",3,"FL","Import",0.0155187389770723,0.964505,0.0146053791887125,0.90315,0,1.190267
"Port Everglades","57 Carpets And Other Textile Floor Coverings","South/Central America",4,"FL","Import",0.0155187389770723,0.964505,NA,NA,0.0177082231040564,0
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Asia",3,"FL","Import",0.000786044973544974,0.071171,0.00456889329805996,0.939539,0,0.206432
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Australia and Oceania",3,"FL","Export",0.000190145502645503,0.002975,NA,NA,0.00059755291005291,0.057003
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Europe",3,"FL","Export",0.000403108465608466,0.008938,NA,NA,4.21075837742504e-05,0.006683
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Europe",3,"FL","Import",3.29585537918871e-05,0.018303,0.0031766975308642,0.492623,0,0.143251
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","North America",3,"FL","Export",0.000198743386243386,0.022035,0.000100859788359788,0.023636,0.000283289241622575,0.007666
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","South/Central America",3,"FL","Export",0.882538800705467,73.294787,0.0810058421516755,7.246843,0.0656337081128748,7.17406
"Port Everglades","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","South/Central America",3,"FL","Import",0.0101320546737213,1.525897,0.00955092592592593,1.665047,0,1.385767
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Africa",3,"FL","Import",1.49911816578483e-05,0.001566,0.000115740740740741,0.018174,0,0.00508
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"FL","Export",4.85008818342152e-05,0.007474,NA,NA,0.0015,0.086842
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"FL","Import",0.00283840388007055,0.08775,0.0324689153439153,1.191371,0,1.930907
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Australia and Oceania",3,"FL","Export",4.40917107583774e-06,0.00441,2.22663139329806e-05,0.005975,6.29409171075838e-05,0.018249
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Australia and Oceania",3,"FL","Import",0.0014836860670194,0.106321,0.00155753968253968,0.117848,NA,NA
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",3,"FL","Export",0.000471781305114638,0.104724,6.94444444444444e-06,0.002991,0.000231812169312169,0.011457
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",3,"FL","Import",0.0234208553791887,2.639399,0.0269119268077601,1.790865,0,4.074018
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",4,"FL","Import",0.0234208553791887,2.639399,NA,NA,0.0232103174603175,0
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","North America",3,"FL","Export",0.000766754850088183,0.087885,0.000121693121693122,0.026298,0.000265652557319224,0.026271
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","South/Central America",3,"FL","Export",0.125693783068783,18.704951,0.135066027336861,23.066657,0.176141313932981,18.194668
"Port Everglades","59 Impregnated Etc Text Fabrics; Tex Art For Industry","South/Central America",3,"FL","Import",0.21134623015873,12.701178,0.222482694003527,11.914112,0,15.313753
"Port Everglades","60 Knitted Or Crocheted Fabrics","Africa",3,"FL","Import",0.000576609347442681,0.06012,0.00122619047619048,0.110825,0,0.063797
"Port Everglades","60 Knitted Or Crocheted Fabrics","Asia",3,"FL","Import",0.000318011463844797,0.027338,0.00429045414462081,0.237182,0,3.47148
"Port Everglades","60 Knitted Or Crocheted Fabrics","Australia and Oceania",3,"FL","Export",1.32275132275132e-05,0.008314,NA,NA,NA,NA
"Port Everglades","60 Knitted Or Crocheted Fabrics","Europe",3,"FL","Export",6.6468253968254e-05,0.012817,NA,NA,0.000883487654320988,0.031536
"Port Everglades","60 Knitted Or Crocheted Fabrics","Europe",3,"FL","Import",0.00035626102292769,0.096622,0.00107627865961199,0.175527,0,1.083015
"Port Everglades","60 Knitted Or Crocheted Fabrics","North America",3,"FL","Export",7.48456790123457e-05,0.009778,4.42019400352734e-05,0.005218,0.000107914462081129,0.023529
"Port Everglades","60 Knitted Or Crocheted Fabrics","South/Central America",3,"FL","Export",0.447923611111111,26.135921,1.01624107142857,88.249628,1.15609380511464,112.280832
"Port Everglades","60 Knitted Or Crocheted Fabrics","South/Central America",3,"FL","Import",0.00530147707231041,0.398302,0.0167292768959436,1.265347,0,1.386613
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Africa",3,"FL","Import",8.5978835978836e-06,0.001969,0.0263325617283951,2.349907,0,4.558247
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Africa",4,"FL","Import",8.5978835978836e-06,0.001969,0.0263325617283951,2.349907,0.0326430776014109,0
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",3,"FL","Import",0.00931878306878307,0.946054,0.178580357142857,16.336092,0.550282958553792,42.007149
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",4,"FL","Import",0.00931878306878307,0.946054,0.178580357142857,16.336092,0.550282958553792,42.007149
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Australia and Oceania",3,"FL","Export",0.00776466049382716,1.422085,0.000621582892416226,0.064599,0.000119157848324515,0.049538
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",3,"FL","Export",0.0315149911816578,11.637367,0.0019511684303351,0.421831,0.00197729276895944,0.615782
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",3,"FL","Import",0.00293253968253968,0.172857,0.00312863756613757,0.817846,0,1.783321
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","North America",3,"FL","Export",0.00708090828924162,3.268709,0.0073804012345679,1.61577,0.0096221340388007,2.849279
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","North America",3,"FL","Import",8.73015873015873e-05,0.005588,6.25e-05,0.002575,0,0.024594
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"FL","Export",0.552024581128748,76.983783,0.544618496472663,68.254169,0.508668099647266,67.715913
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"FL","Import",20.7318210978836,2085.917672,25.0269848985891,2417.684888,21.1745089285714,2471.862189
"Port Everglades","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",4,"FL","Import",20.7318210978836,2085.917672,25.0269848985891,2417.684888,21.1745089285714,2471.862189
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Africa",3,"FL","Import",0.00415090388007055,0.143071,0.0042282848324515,0.243508,0,1.762215
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Asia",3,"FL","Import",0.00662588183421517,0.650092,0.0487765652557319,6.566932,0,22.4341
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Asia",4,"FL","Import",0.00662588183421517,0.650092,0.0487765652557319,6.566932,0.159733134920635,0
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Australia and Oceania",3,"FL","Export",0.00010218253968254,0.035949,NA,NA,8.10185185185185e-05,0.026086
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",3,"FL","Export",0.00828593474426808,1.082626,0.000255401234567901,0.077227,0.00159446649029982,0.14503
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",3,"FL","Import",0.0057337962962963,0.786867,0.0233193342151675,2.582054,0,2.182008
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",4,"FL","Import",0.0057337962962963,0.786867,0.0233193342151675,2.582054,0.0169657186948854,0
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","North America",3,"FL","Export",0.011460758377425,2.548998,0.00818342151675485,2.148237,0.0152515432098765,4.069993
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","North America",3,"FL","Import",2.52425044091711e-05,0.013725,NA,NA,0,1.377043
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","South/Central America",3,"FL","Export",0.43304651675485,57.621915,0.339149911816578,48.140254,0.418385692239859,63.067985
"Port Everglades","62 Apparel Articles And Accessories, Not Knit Etc.","South/Central America",3,"FL","Import",3.09028935185185,489.630431,3.54069268077601,528.145618,2.83682616843034,499.52191
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Africa",3,"FL","Export",0.000122244268077601,0.013535,0.00249944885361552,0.015453,0.00448776455026455,0.11414
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Africa",3,"FL","Import",0.000344797178130511,0.037713,0.00338492063492063,0.235213,0,2.05819
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Asia",3,"FL","Export",0.00045679012345679,0.013159,0.000245039682539683,0.048164,4.06746031746032e-05,0.007987
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Asia",3,"FL","Import",0.0382853835978836,1.741825,0.365544422398589,16.280393,0,43.593973
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Australia and Oceania",3,"FL","Export",0.0013613315696649,0.217924,9.53483245149912e-05,0.010892,7.47354497354497e-05,0.013009
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Australia and Oceania",3,"FL","Import",0.000359898589065256,0.049289,0.00325308641975309,3.275017,0,0.075861
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Europe",3,"FL","Export",0.0168699294532628,1.463544,0.00260791446208113,0.212274,0.00274338624338624,0.557119
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Europe",3,"FL","Import",0.0492477954144621,5.417521,0.0741396604938272,6.176777,0,12.366956
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","North America",3,"FL","Export",0.0211232363315697,2.13119,0.0254249338624339,2.55788,0.0420908289241623,4.64941
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","North America",3,"FL","Import",0.000362213403880071,0.101972,0.00207231040564374,0.151791,0,0.104095
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","South/Central America",3,"FL","Export",2.17072045855379,47.441428,2.53978450176367,83.2659,2.83058366402116,91.657516
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","South/Central America",3,"FL","Import",0.909497574955908,49.11001,1.03074537037037,49.24679,1.10299911816578,51.597922
"Port Everglades","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","South/Central America",4,"FL","Import",0.909497574955908,49.11001,NA,NA,1.10299911816578,51.597922
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","Africa",3,"FL","Import",0.00283553791887125,0.821822,NA,NA,0,0.031194
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","Asia",3,"FL","Import",0.00953703703703704,0.545264,0.0345595238095238,4.958094,0,10.333149
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","Australia and Oceania",3,"FL","Export",0.00108333333333333,0.346222,NA,NA,0.000466820987654321,0.319404
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","Europe",3,"FL","Export",0.0118820546737213,1.454674,0.00329420194003527,0.610703,0.00167901234567901,0.560934
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","Europe",3,"FL","Import",0.00949151234567901,1.885823,0.027453373015873,3.167147,0.0319888668430335,6.885155
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","North America",3,"FL","Import",0.000368165784832452,0.045566,1.11331569664903e-05,0.001862,0,0.093312
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","South/Central America",3,"FL","Export",0.236179563492063,29.536518,0.191239969135802,27.326133,0.283662147266314,35.777374
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","South/Central America",3,"FL","Import",0.206007716049383,36.863149,0.244694885361552,42.171438,0,64.830372
"Port Everglades","64 Footwear, Gaiters Etc. And Parts Thereof","South/Central America",4,"FL","Import",0.206007716049383,36.863149,NA,NA,0.35298225308642,0
"Port Everglades","65 Headgear And Parts Thereof","Asia",3,"FL","Import",0.000295414462081129,0.088793,0.0117034832451499,2.407756,0,4.739099
"Port Everglades","65 Headgear And Parts Thereof","Europe",3,"FL","Export",0.000257826278659612,0.106999,2.44708994708995e-05,0.009427,2.94312169312169e-05,0.028191
"Port Everglades","65 Headgear And Parts Thereof","Europe",3,"FL","Import",0.000111441798941799,0.019523,0.000673059964726631,0.029138,0,0.092833
"Port Everglades","65 Headgear And Parts Thereof","North America",3,"FL","Export",0.00100694444444444,0.371811,0.00072200176366843,0.292678,0.000393187830687831,0.206365
"Port Everglades","65 Headgear And Parts Thereof","South/Central America",3,"FL","Export",0.0146683201058201,5.262245,0.0302006172839506,5.485647,0.0218190035273369,9.480789
"Port Everglades","65 Headgear And Parts Thereof","South/Central America",3,"FL","Import",0.00641490299823633,1.662724,0.0102874779541446,2.071501,0.00421571869488536,1.280542
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Africa",3,"FL","Import",0.000282186948853615,0.035257,0.0020326278659612,0.058,0,0.037348
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Asia",3,"FL","Import",0.00809600970017637,0.171669,0.00580379188712522,0.161339,0,0.559224
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Europe",3,"FL","Export",0.0126439594356261,1.831061,0.000501102292768959,0.078789,0.000256172839506173,0.022131
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Europe",3,"FL","Import",0.00108619929453263,0.087525,0.00154783950617284,0.247224,0,0.121925
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","North America",3,"FL","Export",0.00483553791887125,0.819161,0.00360427689594356,0.422428,0.0117956349206349,1.490105
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","South/Central America",3,"FL","Export",0.0713185626102293,4.860586,0.0212608024691358,2.010609,0.0281819885361552,3.164878
"Port Everglades","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","South/Central America",3,"FL","Import",0.000529982363315697,0.046229,0.00227469135802469,0.208382,0,0.057024
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Africa",3,"FL","Import",0.030424823633157,1.429952,0.0738334435626102,4.525743,0,8.314452
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Asia",3,"FL","Export",7.47354497354497e-05,0.01355,NA,NA,NA,NA
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Asia",3,"FL","Import",0.000193231922398589,0.011258,0.0158430335097002,1.890461,0,5.5352
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Europe",3,"FL","Export",8.26719576719577e-06,0.007985,4.07848324514991e-06,0.004593,NA,NA
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Europe",3,"FL","Import",0.000279651675485009,0.016038,0.000781305114638448,0.055894,0,0.033923
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","North America",3,"FL","Export",0.0013180114638448,0.080357,0.00157583774250441,0.112558,0.000564925044091711,0.03139
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","South/Central America",3,"FL","Export",0.0888429232804233,6.833976,0.0699309964726631,5.745412,0.0871272045855379,14.508632
"Port Everglades","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","South/Central America",3,"FL","Import",0.0018015873015873,0.076706,5.88624338624339e-05,0.005679,0,0.334224
"Port Everglades","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Africa",3,"FL","Export",0.00335185185185185,0.06168,NA,NA,7.60582010582011e-06,0.004319
"Port Everglades","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Africa",3,"FL","Import",0.0201128747795414,0.217731,0.0362885802469136,0.325697,0,1.544
"Port Everglades","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Asia",3,"FL","Export",2.60141093474427e-05,0.002545,0.00075055114638448,0.117731,0.00212301587301587,0.042366
"Port Everglades","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Asia",3,"FL","Import",1.41203802910053,10.372515,4.23943926366843,30.464978,0,53.89243
"Port Everglades","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Australia and Oceania",3,"FL","Export",0.0138831569664903,0.487314,NA,NA,0.000185626102292769,0.013256
